epsilon,is_neural,method,metric,n_sample,rank,scenario,scenario_label,value
2.0,0,raw_reported_distribution,mean_overall_l1,1000,3,shy_privacy_helps,privacy_helps,0.09349601873536305
2.0,0,baseline_rr_debias,mean_overall_l1,1000,4,shy_privacy_helps,privacy_helps,0.14041603306657408
2.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,5,shy_privacy_helps,privacy_helps,0.20773911731451133
2.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,6,shy_privacy_helps,privacy_helps,0.22426895758798823
2.0,0,raw_reported_distribution,mean_weighted_region_l1,1000,1,shy_privacy_helps,privacy_helps,0.25266253322157617
2.0,0,baseline_rr_debias,mean_weighted_region_l1,1000,2,shy_privacy_helps,privacy_helps,0.3442688809264175
2.0,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,shy_privacy_helps,privacy_helps,0.36810033913784784
2.0,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,4,shy_privacy_helps,privacy_helps,0.38117615581452846
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,shy_privacy_helps,privacy_helps,0.41890490097116934
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,6,shy_privacy_helps,privacy_helps,0.42528445640646095
2.0,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,shy_privacy_helps,privacy_helps,0.19103671620223017
2.0,0,baseline_rr_debias,mean_weighted_age_l1,1000,2,shy_privacy_helps,privacy_helps,0.2591190505772741
2.0,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,shy_privacy_helps,privacy_helps,0.2645185281682026
2.0,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,4,shy_privacy_helps,privacy_helps,0.2859311160892248
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,5,shy_privacy_helps,privacy_helps,0.32745428711386215
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,6,shy_privacy_helps,privacy_helps,0.3377709093065613
2.0,0,raw_reported_distribution,mean_runtime_sec,1000,1,shy_privacy_helps,privacy_helps,0.0004086420003659441
2.0,0,baseline_rr_debias,mean_runtime_sec,1000,2,shy_privacy_helps,privacy_helps,0.0012758719999510504
2.0,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,shy_privacy_helps,privacy_helps,0.0028607969998120097
2.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,4,shy_privacy_helps,privacy_helps,0.0034162920001108432
2.0,1,neural_rr_mrp,mean_runtime_sec,1000,5,shy_privacy_helps,privacy_helps,0.059631351999996696
2.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,6,shy_privacy_helps,privacy_helps,1.624954832000185
